gene_id	degree	weakly_connected	gene_name_lnctard	gene_name_corrected	gene_type_lnctard	gene_type_corrected
ENSG00000196776	1	True	CD47	CD47	protein_coding	protein_coding
ENSG00000106105	1	True	GARS1	GARS1	protein_coding	protein_coding
ENSG00000207779	1	True	MIR15B	MIR15B	miRNA	miRNA
	1	True	miR7-5p		miRNA	
ENSG00000100234	1	True	TIMP-3	TIMP3	protein_coding	protein_coding
ENSG00000202566	1	True	MIR421	MIR421	miRNA	miRNA
ENSG00000133794	1	True	ARNTL	BMAL1	transcription_factor	transcription_factor
ENSG00000141655	1	True	TNFRSF11A	TNFRSF11A	protein_coding	protein_coding
ENSG00000198793	1	True	p-mTOR	MTOR	protein_coding	protein_coding
ENSG00000253522	1	True	MIR146A	MIR3142HG	miRNA	lncRNA
ENSG00000183734	1	True	ASCL2	ASCL2	transcription_factor	transcription_factor
ENSG00000184489	1	True	PTP4A3	PTP4A3	protein_coding	protein_coding
ENSG00000211688	1	True	JP2	TRGJP2	protein_coding	protein_coding
ENSG00000198626	1	True	RYR2	RYR2	protein_coding	protein_coding
ENSG00000156413	1	True	FUT6	FUT6	protein_coding	protein_coding
ENSG00000145623	1	True	OSMR	OSMR	protein_coding	protein_coding
ENSG00000038427	1	True	VCAN	VCAN	protein_coding	protein_coding
ENSG00000213468	1	True	FIRRE	FIRRE	lncRNA	lncRNA
ENSG00000115009	1	True	CCL20	CCL20	protein_coding	protein_coding
ENSG00000112486	1	True	CCR6	CCR6	protein_coding	protein_coding
ENSG00000165092	1	True	ALDH1A1	ALDH1A1	protein_coding	protein_coding
ENSG00000120875	1	True	DUSP4	DUSP4	protein_coding	protein_coding
ENSG00000208017	1	True	MIR140	MIR140	miRNA	miRNA
ENSG00000162290	1	True	DCP1A		protein_coding	
ENSG00000137462	1	True	TLR2	TLR2	protein_coding	protein_coding
ENSG00000168434	1	True	COG7	COG7	protein_coding	protein_coding
ENSG00000167967	1	True	E4F1	E4F1	transcription_factor	transcription_factor
ENSG00000187189	1	True	TSPYL4	TSPYL4	protein_coding	protein_coding
ENSG00000178498	1	True	DTX3	DTX3	protein_coding	protein_coding
ENSG00000138036	1	True	DYNC2LI1	DYNC2LI1	protein_coding	protein_coding
ENSG00000118113	1	True	MMP-8	MMP8	protein_coding	protein_coding
ENSG00000110880	1	True	CORO1C	CORO1C	protein_coding	protein_coding
ENSG00000151239	1	True	TWF1	TWF1	protein_coding	protein_coding
	1	True	PAX8<U+2011>AS1:28		lncRNA	
	1	True	MMPs		protein_coding	
	1	True	ADAMTs		protein_coding	
ENSG00000117318	1	True	ID3	ID3	transcription_factor	transcription_factor
ENSG00000117724	1	True	CENPF	CENPF	protein_coding	protein_coding
ENSG00000125538	1	True	IL-1beta	IL1B	protein_coding	protein_coding
ENSG00000157106	1	True	SMG1	SMG1	protein_coding	protein_coding
ENSG00000171236	1	True	LRG1	LRG1	protein_coding	protein_coding
ENSG00000154188	1	True	ANGPT1	ANGPT1	protein_coding	protein_coding
ENSG00000157150	1	True	TIMP4	TIMP4	protein_coding	protein_coding
ENSG00000088766	1	True	CRLS1	CRLS1	protein_coding	protein_coding
ENSG00000109171	1	True	SLAIN2	SLAIN2	protein_coding	protein_coding
ENSG00000220205	1	True	VAMP2	VAMP2	protein_coding	protein_coding
ENSG00000102575	1	True	ACP5	ACP5	protein_coding	protein_coding
ENSG00000090104	1	True	RGS1	RGS1	protein_coding	protein_coding
ENSG00000284544	1	True	miR-330-3p	MIR330	miRNA	miRNA
ENSG00000015153	1	True	YAF2	YAF2	protein_coding	protein_coding
ENSG00000145335	1	True	alpha-synuclein	SNCA	protein_coding	protein_coding
ENSG00000207608	1	True	MIR127	MIR127	miRNA	miRNA
ENSG00000104081	1	True	BMF	BMF	protein_coding	protein_coding
ENSG00000106799	1	True	TGFbetaR1	TGFBR1	protein_coding	protein_coding
ENSG00000207989	1	True	miR-493-3p	MIR493	miRNA	miRNA
	1	True	miR-1273e		miRNA	
ENSG00000199109	1	True	miR-411-3p	MIR411	miRNA	miRNA
ENSG00000108443	1	True	p70S6K1	RPS6KB1	protein_coding	protein_coding
ENSG00000186660	1	True	ZFP91	ZFP91	transcription_factor	transcription_factor
ENSG00000112062	1	True	p-p38MAPK	MAPK14	protein_coding	protein_coding
ENSG00000117650	1	True	NEK2	NEK2	protein_coding	protein_coding
ENSG00000062038	1	True	CDH3	CDH3	protein_coding	protein_coding
ENSG00000143819	1	True	EPHX1	EPHX1	protein_coding	protein_coding
ENSG00000151718	1	True	WWC2	WWC2	protein_coding	protein_coding
ENSG00000212040	1	True	MIR543	MIR543	miRNA	miRNA
ENSG00000207988	1	True	miR-576-5p	MIR576	miRNA	miRNA
ENSG00000105639	1	True	JAK3	JAK3	protein_coding	protein_coding
ENSG00000011566	1	True	MAP4K3	MAP4K3	protein_coding	protein_coding
ENSG00000198300	1	True	PEG3	PEG3	transcription_factor	transcription_factor
ENSG00000123124	1	True	WWP1	WWP1	protein_coding	protein_coding
ENSG00000133961	1	True	NUMB	NUMB	protein_coding	protein_coding
ENSG00000135318	1	True	NT5E	NT5E	protein_coding	protein_coding
ENSG00000145423	1	True	SFRP2	SFRP2	protein_coding	protein_coding
ENSG00000012822	1	True	CALCOCO1	CALCOCO1	protein_coding	protein_coding
ENSG00000276365	1	True	MIR145	MIR145	miRNA	miRNA
ENSG00000076043	1	True	REXO2	REXO2	protein_coding	protein_coding
ENSG00000152642	1	True	GPD1L	GPD1L	protein_coding	protein_coding
ENSG00000065361	1	True	p-ERBB3	ERBB3	protein_coding	protein_coding
ENSG00000150782	1	True	IL18	IL18	protein_coding	protein_coding
ENSG00000164736	1	True	SOX17	SOX17	transcription_factor	transcription_factor
ENSG00000196581	1	True	AJAP1	AJAP1	protein_coding	protein_coding
ENSG00000187391	1	True	MAGI2	MAGI2	protein_coding	protein_coding
	1	True	TET		protein_coding	
ENSG00000207976	1	True	MIR607	MIR607	miRNA	miRNA
ENSG00000186474	1	True	KLK12	KLK12	protein_coding	protein_coding
ENSG00000207865	1	True	MIR34A		miRNA	
ENSG00000165269	1	True	AQP7	AQP7	protein_coding	protein_coding
ENSG00000118903	1	True	OPG	BTF3P11	protein_coding	processed_pseudogene
ENSG00000125304	1	True	TM9SF2	TM9SF2	protein_coding	protein_coding
ENSG00000207726	1	True	miR-455-5p	MIR455	miRNA	miRNA
	1	True	miR-181b		miRNA	
ENSG00000146648	1	True	p-EGFR	EGFR	protein_coding	protein_coding
ENSG00000064012	1	True	Caspase8	CASP8	protein_coding	protein_coding
ENSG00000207587	1	True	MIR544A	MIR544A	miRNA	miRNA
ENSG00000125735	1	True	TNFSF14	TNFSF14	protein_coding	protein_coding
ENSG00000125845	1	True	BMP-2	BMP2	protein_coding	protein_coding
ENSG00000110090	1	True	CPT1A	CPT1A	protein_coding	protein_coding
	1	True	SERCA2a		protein_coding	
ENSG00000143933	1	True	CALM2	CALM2	protein_coding	protein_coding
ENSG00000168397	1	True	ATG4B	ATG4B	protein_coding	protein_coding
ENSG00000207725	1	True	MIR222	MIR222	miRNA	miRNA
ENSG00000265251	1	True	MIR4288	MIR4288	miRNA	miRNA
ENSG00000227195	1	True	MIR663A	MIR663AHG	miRNA	lncRNA
ENSG00000143473	1	True	KCNH1	KCNH1	protein_coding	protein_coding
ENSG00000131263	1	True	RLIM	RLIM	protein_coding	protein_coding
ENSG00000164611	1	True	PTTG1	PTTG1	protein_coding	protein_coding
	1	True	miR-663b		miRNA	
ENSG00000175029	1	True	CTBP2	CTBP2	protein_coding	protein_coding
ENSG00000199047	1	True	miR-378a-3p	MIR378A	miRNA	miRNA
ENSG00000264661	1	True	miR-3200	MIR3200	miRNA	miRNA
ENSG00000207996	1	True	miR-301a	MIR301A	miRNA	miRNA
ENSG00000118503	1	True	TNFAIP3	TNFAIP3	protein_coding	protein_coding
ENSG00000092621	1	True	PHGDH	PHGDH	protein_coding	protein_coding
ENSG00000196730	1	True	DAPK1	DAPK1	protein_coding	protein_coding
ENSG00000207932	1	True	miR-33a-5p	MIR33A	miRNA	miRNA
ENSG00000266835	1	True	RP11-838N2.4	GAPLINC	lncRNA	lncRNA
ENSG00000109586	1	True	GALNT7	GALNT7	protein_coding	protein_coding
ENSG00000107262	1	True	BAG1	BAG1	protein_coding	protein_coding
ENSG00000260027	1	True	HOXB7	HOXB7	transcription_factor	transcription_factor
ENSG00000136040	1	True	PLXNC1	PLXNC1	protein_coding	protein_coding
ENSG00000169435	1	True	RASSF6	RASSF6	protein_coding	protein_coding
ENSG00000131788	1	True	PIAS3	PIAS3	transcription_factor	transcription_factor
ENSG00000208015	1	True	miR-362-5p	MIR362	miRNA	miRNA
ENSG00000114993	1	True	RTKN	RTKN	protein_coding	protein_coding
ENSG00000240972	1	True	MIF	MIF	protein_coding	protein_coding
ENSG00000080815	1	True	circ-PSEN1	PSEN1	lncRNA	protein_coding
	1	True	SAMD12-AS2		lncRNA	
	1	True	Gm44593		lncRNA	
ENSG00000227145	1	True	IL21-AS1	IL21-AS1	lncRNA	lncRNA
ENSG00000199085	1	True	miR-148a-3p	MIR148A	miRNA	miRNA
	1	True	CASC9-1		lncRNA	
ENSG00000223485	1	True	LINC01615	LINC01615	lncRNA	lncRNA
ENSG00000236200	1	True	KDM4A-AS1	KDM4A-AS1	lncRNA	lncRNA
ENSG00000250682	1	True	LINC00491	LINC00491	lncRNA	lncRNA
ENSG00000224699	1	True	LAMTOR5-AS1	LAMTOR5-AS1	lncRNA	lncRNA
ENSG00000225217	1	True	HSPA7	HSPA7	lncRNA	unprocessed_pseudogene
ENSG00000105997	1	True	HOXA3	HOXA3	transcription_factor	transcription_factor
ENSG00000142627	1	True	EPHA2	EPHA2	protein_coding	protein_coding
ENSG00000114739	1	True	ACVR2B	ACVR2B	protein_coding	protein_coding
ENSG00000099804	1	True	CDC34	CDC34	protein_coding	protein_coding
ENSG00000056972	1	True	TRAF3IP2	TRAF3IP2	protein_coding	protein_coding
ENSG00000166923	1	True	GREM1	GREM1	protein_coding	protein_coding
ENSG00000207605	1	True	miR-191	MIR191	miRNA	miRNA
ENSG00000207605	1	True	miR-191	MIR191	miRNA	miRNA
ENSG00000132693	1	True	CRP	CRP	protein_coding	protein_coding
	1	True	let-7family		miRNA	
ENSG00000207980	1	True	miR-23a	MIR23A	miRNA	miRNA
ENSG00000167207	1	True	NOD2	NOD2	protein_coding	protein_coding
ENSG00000007341	1	True	ST7L	ST7L	protein_coding	protein_coding
ENSG00000207990	1	True	miR-182	MIR182	miRNA	miRNA
ENSG00000278349	1	True	miR-6754-5p	MIR6754	miRNA	miRNA
ENSG00000129911	1	True	KLF16	KLF16	transcription_factor	transcription_factor
ENSG00000169692	1	True	AGPAT2	AGPAT2	protein_coding	protein_coding
ENSG00000284219	1	True	miR-202-5p	MIR202	miRNA	miRNA
ENSG00000113845	1	True	TIMMDC1	TIMMDC1	protein_coding	protein_coding
ENSG00000196526	1	True	AFAP1	AFAP1	protein_coding	protein_coding
ENSG00000284363	1	True	miR-224-3p	MIR224	miRNA	miRNA
ENSG00000198301	1	True	SDAD1	SDAD1	protein_coding	protein_coding
ENSG00000146376	1	True	ARHGAP18	ARHGAP18	protein_coding	protein_coding
ENSG00000169926	1	True	KLF13	KLF13	transcription_factor	transcription_factor
ENSG00000187109	1	True	NAP1L1	NAP1L1	protein_coding	protein_coding
ENSG00000104147	1	True	OIP5	OIP5	protein_coding	protein_coding
ENSG00000263080	1	True	HCCL5	ENSG00000263080	lncRNA	lncRNA
ENSG00000208004	1	True	miR-323b-5p	MIR323B	miRNA	miRNA
ENSG00000180869	1	True	LINC01555	LINC01555	lncRNA	lncRNA
ENSG00000230487	1	True	PSMG3-AS1	PSMG3-AS1	lncRNA	lncRNA
	1	True	lncOGFRP1		lncRNA	
ENSG00000091542	1	True	ALKBH5	ALKBH5	protein_coding	protein_coding
ENSG00000141579	1	True	ZNF750	ZNF750	protein_coding	protein_coding
	1	True	lncRNA-AC078883.3		lncRNA	
	1	True	TGLC15		lncRNA	
ENSG00000253948	1	True	VPS13B-DT	VPS13B-DT	lncRNA	lncRNA
ENSG00000225135	1	True	RP11-361F15.2		lncRNA	
ENSG00000245870	1	True	LINC00682	LINC00682	lncRNA	lncRNA
	1	True	Unigene56159		lncRNA	
ENSG00000226925	1	True	AC007271.3	IL1R1-AS1	lncRNA	lncRNA
ENSG00000253807	1	True	LINC01170	LINC01170	lncRNA	lncRNA
	1	True	HORAS5		lncRNA	
ENSG00000261780	1	True	LINC02582	LINC02582	lncRNA	lncRNA
	1	True	DNMTs		protein_coding	
ENSG00000197301	1	True	HMGA2-AS1	HMGA2-AS1	lncRNA	lncRNA
ENSG00000047457	1	True	CP	CP	lncRNA	protein_coding
ENSG00000214922	1	True	HLA-F-AS1	HLA-F-AS1	lncRNA	lncRNA
ENSG00000224814	1	True	AC114812.8	ENSG00000224814	lncRNA	lncRNA
ENSG00000265251	1	True	LNMAT2	MIR4288	lncRNA	miRNA
	1	True	lncRNA-CTS		lncRNA	
ENSG00000205918	1	True	PDPK2P	PDPK2P	lncRNA	transcribed_unprocessed_pseudogene
ENSG00000184481	1	True	FOXO4	FOXO4	transcription_factor	transcription_factor
ENSG00000225548	1	True	LINC01980	LINC01980	lncRNA	lncRNA
	1	True	MIR570MG		lncRNA	
ENSG00000286042	1	True	LCAL1	LCAL1	lncRNA	lncRNA
ENSG00000229170	1	True	LINC00243	ENSG00000229170	lncRNA	lncRNA
ENSG00000162367	1	True	TAL1	TAL1	transcription_factor	transcription_factor
ENSG00000283124	1	True	LINC01355	LINC01355	lncRNA	lncRNA
ENSG00000267123	1	True	SCAT1	SCAT1	lncRNA	lncRNA
ENSG00000180861	1	True	LINC01559	LINC01559	lncRNA	lncRNA
	1	True	LASP1-AS		lncRNA	
	1	True	BFAL1		lncRNA	
ENSG00000289740	1	True	TALAM1	TALAM1	lncRNA	lncRNA
ENSG00000205250	1	True	E2F4	E2F4	transcription_factor	transcription_factor
	1	True	circRNA_000543		lncRNA	
	1	True	PVTL5		lncRNA	
ENSG00000237686	1	True	SCIRT	SCIRT	lncRNA	lncRNA
ENSG00000250107	1	True	CACNA1G-AS1	CACNA1G-AS1	lncRNA	lncRNA
ENSG00000264575	1	True	LINC00526	LINC00526	lncRNA	lncRNA
	1	True	CTC-497E21.4		lncRNA	
	1	True	BC050642		lncRNA	
ENSG00000285427	1	True	SOD2-OT1	SOD2-OT1	lncRNA	lncRNA
ENSG00000260630	1	True	SNAI3-AS1	SNAI3-AS1	lncRNA	lncRNA
	1	True	LNRRIL6		lncRNA	
ENSG00000230223	1	True	ATXN8OS	ATXN8OS	lncRNA	lncRNA
	1	True	n384546		lncRNA	
	1	True	GIAT4RA		lncRNA	
ENSG00000226968	1	True	LINC00423	LINC00423	lncRNA	lncRNA
ENSG00000116044	1	True	KEAP1	NFE2L2	transcription_factor	transcription_factor
ENSG00000196470	1	True	SIAH1	SIAH1	protein_coding	protein_coding
ENSG00000207568	1	True	miR-203a	MIR203A	miRNA	miRNA
ENSG00000136158	1	True	SPRY2	SPRY2	protein_coding	protein_coding
ENSG00000170579	1	True	DLGAP1	DLGAP1	protein_coding	protein_coding
	1	True	miR-153		miRNA	
ENSG00000157540	1	True	DYRK1A	DYRK1A	protein_coding	protein_coding
ENSG00000283736	1	True	miR-484	MIR484	miRNA	miRNA
ENSG00000030582	1	True	GRN	GRN	protein_coding	protein_coding
ENSG00000124486	1	True	USP9X	USP9X	protein_coding	protein_coding
ENSG00000177666	1	True	PNPLA2	PNPLA2	protein_coding	protein_coding
ENSG00000211137	1	True	miR-190a-5p	MIR190A	miRNA	miRNA
ENSG00000139618	1	True	BRCA2	BRCA2	protein_coding	protein_coding
ENSG00000127616	1	True	SMARCA4	SMARCA4	protein_coding	protein_coding
ENSG00000117569	1	True	PTBP2	PTBP2	protein_coding	protein_coding
ENSG00000284310	1	True	miR-939	MIR939	miRNA	miRNA
ENSG00000101230	1	True	ISM1	ISM1	protein_coding	protein_coding
ENSG00000211582	1	True	miR-758-3p	MIR758	miRNA	miRNA
ENSG00000174243	1	True	DDX23	DDX23	protein_coding	protein_coding
ENSG00000005513	1	True	SOX8	SOX8	transcription_factor	transcription_factor
ENSG00000207726	1	True	miR-455-3p	MIR455	miRNA	miRNA
ENSG00000207608	1	True	miR-127-5p	MIR127	miRNA	miRNA
ENSG00000283815	1	True	miR-18a-5p	MIR18A	miRNA	miRNA
ENSG00000060491	1	True	OGFR	OGFR	protein_coding	protein_coding
ENSG00000158796	1	True	DEDD	DEDD	protein_coding	protein_coding
ENSG00000113448	1	True	PDE4D	PDE4D	protein_coding	protein_coding
ENSG00000155506	1	True	LARP1	LARP1	protein_coding	protein_coding
ENSG00000163735	1	True	CXCL5	CXCL5	protein_coding	protein_coding
ENSG00000134760	1	True	DSG1	DSG1	protein_coding	protein_coding
ENSG00000284353	1	True	miR-142	MIR142	miRNA	miRNA
ENSG00000108846	1	True	ABCC3	ABCC3	protein_coding	protein_coding
	1	True	miR-329		miRNA	
ENSG00000120708	1	True	TGFBI	TGFBI	protein_coding	protein_coding
ENSG00000183166	1	True	CALN1	CALN1	protein_coding	protein_coding
ENSG00000196935	1	True	SRGAP1	SRGAP1	protein_coding	protein_coding
ENSG00000100721	1	True	TCL1A	TCL1A	protein_coding	protein_coding
ENSG00000172062	1	True	SMN1	SMN1	protein_coding	protein_coding
	1	True	miR-410		miRNA	
ENSG00000179242	1	True	CDH4	CDH4	protein_coding	protein_coding
ENSG00000112902	1	True	SEMA5A	SEMA5A	protein_coding	protein_coding
ENSG00000143494	1	True	VASH2	VASH2	protein_coding	protein_coding
	1	True	miR-374a		miRNA	
ENSG00000073111	1	True	MCM2	MCM2	protein_coding	protein_coding
ENSG00000124193	1	True	SRSF6	SRSF6	protein_coding	protein_coding
ENSG00000160691	1	True	SHC1	SHC1	protein_coding	protein_coding
ENSG00000173327	1	True	MAP3K11	MAP3K11	protein_coding	protein_coding
ENSG00000182541	1	True	LIMK2	LIMK2	protein_coding	protein_coding
ENSG00000115596	1	True	WNT6	WNT6	protein_coding	protein_coding
ENSG00000113648	1	True	H2AFY	MACROH2A1	protein_coding	protein_coding
ENSG00000132819	1	True	RBM38	RBM38	protein_coding	protein_coding
	1	True	miR-194		miRNA	
ENSG00000144566	1	True	RAB5A	RAB5A	protein_coding	protein_coding
ENSG00000169375	1	True	SIN3A	SIN3A	protein_coding	protein_coding
ENSG00000155090	1	True	KLF10	KLF10	transcription_factor	transcription_factor
ENSG00000197635	1	True	DPP4	DPP4	protein_coding	protein_coding
ENSG00000061273	1	True	HDAC7	HDAC7	protein_coding	protein_coding
ENSG00000107443	1	True	CCNJ	CCNJ	protein_coding	protein_coding
ENSG00000181555	1	True	SETD2	SETD2	protein_coding	protein_coding
ENSG00000187678	1	True	SPRY4	SPRY4	protein_coding	protein_coding
ENSG00000111640	1	True	GAPDH	GAPDH	protein_coding	protein_coding
ENSG00000258102	1	True	MAP1LC3B2	MAP1LC3B2	protein_coding	protein_coding
ENSG00000202609	1	True	miR-488-3p	MIR488	miRNA	miRNA
ENSG00000284443	1	True	miR-197-3p	MIR197	miRNA	miRNA
ENSG00000071539	1	True	TRIP13	TRIP13	protein_coding	protein_coding
ENSG00000069812	1	True	HES2	HES2	transcription_factor	transcription_factor
ENSG00000043355	1	True	ZIC2	ZIC2	transcription_factor	transcription_factor
	1	True	miR-133a-3p		miRNA	
ENSG00000168066	1	True	SF1	SF1	protein_coding	protein_coding
ENSG00000137393	1	True	RNF144B	RNF144B	protein_coding	protein_coding
ENSG00000207725	1	True	miR-222	MIR222	miRNA	miRNA
ENSG00000208005	1	True	miR-503	MIR503	miRNA	miRNA
ENSG00000162595	1	True	DIRAS3	DIRAS3	protein_coding	protein_coding
ENSG00000173611	1	True	SCAI	SCAI	protein_coding	protein_coding
ENSG00000284363	1	True	miR-224-5p	MIR224	miRNA	miRNA
ENSG00000173020	1	True	GRK2	GRK2	protein_coding	protein_coding
ENSG00000198099	1	True	ADH4	ADH4	protein_coding	protein_coding
ENSG00000198417	1	True	MT1F	MT1F	protein_coding	protein_coding
ENSG00000143772	1	True	ITPKB	ITPKB	protein_coding	protein_coding
ENSG00000126247	1	True	CAPNS1	CAPNS1	protein_coding	protein_coding
	1	True	miR-219-1		miRNA	
ENSG00000207993	1	True	miR-134-5p	MIR134	miRNA	miRNA
ENSG00000108064	1	True	TFAM	TFAM	transcription_factor	transcription_factor
ENSG00000102753	1	True	KPNA3	KPNA3	protein_coding	protein_coding
ENSG00000160678	1	True	S100A1	S100A1	protein_coding	protein_coding
ENSG00000117399	1	True	CDC20	CDC20	protein_coding	protein_coding
ENSG00000111679	1	True	PTPN6	PTPN6	protein_coding	protein_coding
	1	True	miR-5059		miRNA	
ENSG00000100292	1	True	HMOX1	HMOX1	protein_coding	protein_coding
	1	True	miR-196		miRNA	
ENSG00000208037	1	True	miR-320	MIR320A	miRNA	miRNA
ENSG00000207702	1	True	miR-211-3p	MIR211	miRNA	miRNA
ENSG00000174804	1	True	FZD4	FZD4	protein_coding	protein_coding
ENSG00000174989	1	True	FBXW8	FBXW8	protein_coding	protein_coding
ENSG00000005471	1	True	ABCB4	ABCB4	protein_coding	protein_coding
ENSG00000199059	1	True	miR-135b	MIR135B	miRNA	miRNA
ENSG00000134013	1	True	LOXL2	LOXL2	protein_coding	protein_coding
ENSG00000139292	1	True	LGR5	LGR5	protein_coding	protein_coding
ENSG00000176749	1	True	CDK5R1	CDK5R1	protein_coding	protein_coding
ENSG00000126218	1	True	F10	F10	protein_coding	protein_coding
ENSG00000214575	1	True	CPEB1	CPEB1	protein_coding	protein_coding
	1	True	lncWDR59		lncRNA	
ENSG00000207581	1	True	miR-199b	MIR199B	miRNA	miRNA
ENSG00000284202	1	True	miR-137	MIR137	miRNA	miRNA
ENSG00000207870	1	True	miR-221	MIR221	miRNA	miRNA
ENSG00000207746	1	True	miR-575	MIR575	miRNA	miRNA
ENSG00000207695	1	True	miR-184	MIR184	miRNA	miRNA
	1	True	BCR-ABL		protein_coding	
	1	True	miR-147		miRNA	
ENSG00000109381	1	True	ELF2	ELF2	transcription_factor	transcription_factor
ENSG00000135245	1	True	HILPDA	HILPDA	protein_coding	protein_coding
ENSG00000117713	1	True	ARID1A	ARID1A	transcription_factor	transcription_factor
ENSG00000170430	1	True	MGMT	MGMT	protein_coding	protein_coding
ENSG00000173207	1	True	CKS1B	CKS1B	protein_coding	protein_coding
ENSG00000198826	1	True	ARHGAP11A	ARHGAP11A	protein_coding	protein_coding
ENSG00000138835	1	True	RGS3	RGS3	protein_coding	protein_coding
ENSG00000207738	1	True	miR-520c-3p	MIR520C	miRNA	miRNA
ENSG00000042286	1	True	AIFM2	AIFM2	protein_coding	protein_coding
ENSG00000183955	1	True	KMT5A	KMT5A	protein_coding	protein_coding
ENSG00000164086	1	True	DUSP7	DUSP7	protein_coding	protein_coding
ENSG00000108262	1	True	GIT1	GIT1	protein_coding	protein_coding
ENSG00000103319	1	True	EEF2K	EEF2K	protein_coding	protein_coding
ENSG00000176842	1	True	IRX5	IRX5	transcription_factor	transcription_factor
ENSG00000185507	1	True	IRF7	IRF7	transcription_factor	transcription_factor
ENSG00000255733	4	False	IFNG-AS1	IFNG-AS1	lncRNA	lncRNA
ENSG00000255733	4	False	IFNG-AS1	IFNG-AS1	lncRNA	lncRNA
ENSG00000187156	3	False	LINC00221		lncRNA	
	3	False	AK006025		lncRNA	
	3	False	RP11-340F14.6		lncRNA	
ENSG00000245105	3	False	A2M-AS1	A2M-AS1	lncRNA	lncRNA
ENSG00000186153	3	False	WWOX	WWOX	protein_coding	protein_coding
ENSG00000233522	2	False	FAM224A	FAM224A	lncRNA	lncRNA
ENSG00000133112	2	False	TPT1	TPT1	protein_coding	protein_coding
ENSG00000122877	2	False	EGR2	EGR2	transcription_factor	transcription_factor
ENSG00000168497	2	False	CAVIN2	CAVIN2	protein_coding	protein_coding
ENSG00000108953	2	False	YWHAE	YWHAE	lncRNA	protein_coding
ENSG00000260738	2	False	LINC00554	LINC00554	lncRNA	lncRNA
ENSG00000237436	2	False	CAMTA1-DT	CAMTA1-DT	lncRNA	lncRNA
ENSG00000113594	2	False	LIFR	LIFR	protein_coding	protein_coding
ENSG00000284346	2	False	miR-940	MIR940	miRNA	miRNA
ENSG00000101109	2	False	STK4	STK4	protein_coding	protein_coding
ENSG00000163597	2	False	ELNAT1	SNHG16	lncRNA	lncRNA
ENSG00000083799	2	False	CYLD	CYLD	protein_coding	protein_coding
ENSG00000271614	2	False	ATP2B1-AS1	ATP2B1-AS1	lncRNA	lncRNA
ENSG00000230590	2	False	THCYTX	FTX	lncRNA	lncRNA
ENSG00000235106	2	False	BRD3OS	BRD3OS	lncRNA	protein_coding
ENSG00000228799	2	False	LINC01939	LINC01939	lncRNA	lncRNA
	2	False	LINC00673-v4		lncRNA	
ENSG00000169242	2	False	EFNA1	EFNA1	lncRNA	protein_coding
ENSG00000259758	2	False	CASC7		lncRNA	
ENSG00000129152	2	False	MYOD1	MYOD1	transcription_factor	transcription_factor
	2	False	lnc-REG3G-3-1		lncRNA	
ENSG00000138755	2	False	CXCL9	CXCL9	protein_coding	protein_coding
ENSG00000135625	2	False	EGR4	EGR4	transcription_factor	transcription_factor
ENSG00000263214	2	False	ZNF205-AS1		lncRNA	
ENSG00000228775	2	False	WEE2-AS1	WEE2-AS1	lncRNA	lncRNA
	2	False	lnc-ELF209		lncRNA	
ENSG00000213523	2	False	LncRNA-SRA1	SRA1	lncRNA	protein_coding
ENSG00000236719	2	False	OVAAL	OVAAL	lncRNA	lncRNA
	2	False	Ang262		lncRNA	
ENSG00000280927	2	False	CTBP1-AS	CTBP1-AS	lncRNA	lncRNA
ENSG00000110801	2	False	PSMD9	PSMD9	protein_coding	protein_coding
ENSG00000164850	2	False	GPER1	GPER1	protein_coding	protein_coding
ENSG00000080854	2	False	IGSF9B	IGSF9B	protein_coding	protein_coding
ENSG00000080854	2	False	IGSF9B	IGSF9B	lncRNA	protein_coding
ENSG00000105993	1	False	DNAJB6	DNAJB6	protein_coding	protein_coding
ENSG00000163507	1	False	CIP2A	CIP2A	protein_coding	protein_coding
ENSG00000103710	1	False	RASL12	RASL12	protein_coding	protein_coding
ENSG00000005108	1	False	THSD7A	THSD7A	protein_coding	protein_coding
ENSG00000128908	1	False	INO80	INO80	protein_coding	protein_coding
ENSG00000118193	1	False	KIF14	KIF14	protein_coding	protein_coding
	1	False	PAN RNA		lncRNA	
ENSG00000253626	1	False	EIF5AL1	EIF5AL1	protein_coding	protein_coding
ENSG00000168874	1	False	ATOH8	ATOH8	transcription_factor	transcription_factor
	1	False	SUSAJ1		lncRNA	
	1	False	LncRNA-Y5		lncRNA	
ENSG00000127564	1	False	PKMYT1	PKMYT1	protein_coding	protein_coding
ENSG00000249437	1	False	NAIP	NAIP	protein_coding	protein_coding
ENSG00000125354	1	False	SEPTIN6	SEPTIN6	lncRNA	protein_coding
ENSG00000110944	1	False	IL23A	IL23A	protein_coding	protein_coding
ENSG00000101752	1	False	MIB1	MIB1	protein_coding	protein_coding
ENSG00000265957	1	False	MIR4319	MIR4319	miRNA	miRNA
ENSG00000183943	1	False	PRKX	PRKX	protein_coding	protein_coding
ENSG00000149925	1	False	ALDOA	ALDOA	protein_coding	protein_coding
ENSG00000146918	1	False	NCAPG2	NCAPG2	protein_coding	protein_coding
ENSG00000130340	1	False	SNX9	SNX9	protein_coding	protein_coding
ENSG00000262933	1	False	CGRP		protein_coding	
ENSG00000207978	1	False	MIR154	MIR154	miRNA	miRNA
ENSG00000104951	1	False	IL4I1	IL4I1	protein_coding	protein_coding
ENSG00000186635	1	False	ARAP1	ARAP1	protein_coding	protein_coding
