gene_id	entrez_id	gene_name_lnctard	gene_type_lnctard	gene_name_gencode	gene_type_gencode	gene_name_homosapiens	gene_type_homosapiens
ENSG00000144749	26018	LRIG1	protein_coding			LRIG1	protein_coding
ENSG00000130669	10298	PAK4	protein_coding			PAK4	protein_coding
ENSG00000133048	1116	CHI3L1	protein_coding			CHI3L1	protein_coding
ENSG00000112782	53405	CLIC5	protein_coding			CLIC5	protein_coding
ENSG00000166394	51700	CYB5R2	protein_coding			CYB5R2	protein_coding
ENSG00000003137	56603	CYP26B1	protein_coding	CYP26B1	protein_coding	CYP26B1	protein_coding
ENSG00000196502	6817	SULT1A1	protein_coding			SULT1A1	protein_coding
ENSG00000175567	7351	UCP2	protein_coding			UCP2	protein_coding
		p-eNOS	protein_coding				
		ET-1	protein_coding				
ENSG00000136824	10592	SMC2	protein_coding			SMC2	protein_coding
		E-Cadherin	protein_coding				
		miR-193b-3p	miRNA				
		Cyclin E1	protein_coding				
		miR-190a-3p	miRNA				
ENSG00000165795	57447	NDRG2	protein_coding			NDRG2	protein_coding
		miR-515-5p	miRNA				
ENSG00000161270	4868	NPHS1	protein_coding			NPHS1	protein_coding
		podocin	protein_coding				
		desmin	protein_coding				
ENSG00000197646	80380	PDCD1LG2	protein_coding	PDCD1LG2	protein_coding	PDCD1LG2	protein_coding
		Cyclin E	protein_coding				
ENSG00000137809	22801	ITGA11	protein_coding			ITGA11	protein_coding
		Cyclin A	protein_coding				
		IL-1��	protein_coding				
ENSG00000007168	5048	PAFAH1B1	protein_coding			PAFAH1B1	protein_coding
ENSG00000127445	5300	PIN1	protein_coding			PIN1	protein_coding
ENSG00000136048	55332	DRAM1	protein_coding			DRAM1	protein_coding
ENSG00000087095	51701	NLK	protein_coding			NLK	protein_coding
ENSG00000109805	64151	NCAPG	protein_coding			NCAPG	protein_coding
ENSG00000142731	10733	PLK4	protein_coding			PLK4	protein_coding
ENSG00000137804	51203	NUSAP1	protein_coding			NUSAP1	protein_coding
ENSG00000121152	23397	NCAPH	protein_coding			NCAPH	protein_coding
ENSG00000066279	259266	ASPM	protein_coding			ASPM	protein_coding
ENSG00000090889	24137	KIF4A	protein_coding			KIF4A	protein_coding
ENSG00000182628	348235	SKA2	protein_coding			SKA2	protein_coding
		glutaminase	protein_coding				
ENSG00000199036	407002	MIR219A1	miRNA	MIR219A1	miRNA	MIR219A1	miRNA
ENSG00000260770	28511	NKIRAS2	protein_coding				
ENSG00000138448	3685	ITGAV	protein_coding			ITGAV	protein_coding
		miR-223-3P	miRNA				
ENSG00000242372	3692	EIF6	protein_coding	EIF6	protein_coding	EIF6	protein_coding
ENSG00000066468	2263	FGFR2	protein_coding			FGFR2	protein_coding
		miR-146a-3p	miRNA				
ENSG00000107562	6387	CXCL12	protein_coding			CXCL12	protein_coding
ENSG00000107104	23189	KANK1	protein_coding			KANK1	protein_coding
		miR-1224-5p	miRNA				
ENSG00000184557	9021	SOCS3	protein_coding	SOCS3	protein_coding	SOCS3	protein_coding
ENSG00000208035	406935	MIR143	miRNA				
		miR-129	miRNA				
		Nrf2	protein_coding				
ENSG00000097021	11332	ACOT7	protein_coding			ACOT7	protein_coding
		SERCA2b	protein_coding				
ENSG00000127946	3092	HIP1	protein_coding			HIP1	protein_coding
ENSG00000120833	8835	SOCS2	protein_coding			SOCS2	protein_coding
ENSG00000126457	3276	PRMT1	protein_coding			PRMT1	protein_coding
ENSG00000099956	6598	SMARCB1	protein_coding			SMARCB1	protein_coding
ENSG00000167552	7846	TUBA1A	protein_coding			TUBA1A	protein_coding
ENSG00000075426	2355	FOSL2	TF			FOSL2	protein_coding
		miR-153-3p	miRNA				
ENSG00000116285	54206	ERRFI1	protein_coding			ERRFI1	protein_coding
ENSG00000185532	5592	PRKG1	protein_coding			PRKG1	protein_coding
		miR<U+2011>155	miRNA				
		miR-217-5p	miRNA				
ENSG00000130707	445	ASS1	protein_coding			ASS1	protein_coding
ENSG00000101144	655	BMP7	protein_coding			BMP7	protein_coding
ENSG00000023318	23071	ERP44	protein_coding	ERP44	protein_coding	ERP44	protein_coding
ENSG00000139515	3651	PDX1	TF	PDX1	protein_coding	PDX1	protein_coding
ENSG00000039560	26064	RAI14	protein_coding			RAI14	protein_coding
ENSG00000166326	54765	TRIM44	protein_coding	TRIM44	protein_coding	TRIM44	protein_coding
ENSG00000102974	10664	CTCF	TF			CTCF	protein_coding
		miR-545-5p	miRNA				
		miR-29c-3p	miRNA				
ENSG00000207939	407008	MIR223	miRNA				
		miR-30a-5p	miRNA				
ENSG00000140044	122953	JDP2	TF			JDP2	protein_coding
ENSG00000064393	28996	HIPK2	protein_coding			HIPK2	protein_coding
ENSG00000207978	406946	MIR154	miRNA	MIR154	miRNA	MIR154	miRNA
		MMP2/9/12	protein_coding				
		miR-490-3p	miRNA				
ENSG00000162298	84447	SYVN1	protein_coding			SYVN1	protein_coding
ENSG00000135074	8728	ADAM19	protein_coding			ADAM19	protein_coding
ENSG00000140612	23478	SEC11A	protein_coding			SEC11A	protein_coding
ENSG00000199080	442890	MIR133B	miRNA	MIR133B	miRNA	MIR133B	miRNA
ENSG00000102871	8717	TRADD	protein_coding			TRADD	protein_coding
ENSG00000198846	9760	TOX	TF	TOX	protein_coding	TOX	protein_coding
ENSG00000167196	26263	FBXO22	protein_coding			FBXO22	protein_coding
ENSG00000271748	693235	MIR92B	miRNA				
ENSG00000198353	3221	HOXC4	TF	HOXC4	protein_coding	HOXC4	protein_coding
ENSG00000274705	619554	MIR486-1	miRNA	MIR486-1	miRNA	MIR486-1	miRNA
ENSG00000102678	2254	FGF9	protein_coding	FGF9	protein_coding	FGF9	protein_coding
ENSG00000245848	1050	CEBPA	TF	CEBPA	protein_coding	CEBPA	protein_coding
ENSG00000130826	1736	DKC1	protein_coding			DKC1	protein_coding
ENSG00000262812	10525	HYOU1	protein_coding				
ENSG00000082153	9689	BZW1	protein_coding			BZW1	protein_coding
		miR-590-5p	miRNA				
ENSG00000176619	84823	LMNB2	protein_coding			LMNB2	protein_coding
ENSG00000128245	7533	YWHAH	protein_coding			YWHAH	protein_coding
ENSG00000265258	100616126	MIR4686	miRNA	MIR4686	miRNA	MIR4686	miRNA
ENSG00000284485	406988	MIR205	miRNA	MIR205	miRNA	MIR205	miRNA
ENSG00000138741	7222	TRPC3	protein_coding			TRPC3	protein_coding
ENSG00000153201	5903	RANBP2	protein_coding			RANBP2	protein_coding
		miR-513a-5p	miRNA				
		miR-671-5p	miRNA				
ENSG00000116711	5321	PLA2G4A	protein_coding			PLA2G4A	protein_coding
ENSG00000144840	285282	RABL3	protein_coding			RABL3	protein_coding
ENSG00000284219	574448	MIR202	miRNA	MIR202	miRNA	MIR202	miRNA
ENSG00000147862	4781	NFIB	TF			NFIB	protein_coding
		miR-23a-3p	miRNA				
ENSG00000095015	4214	MAP3K1	protein_coding	MAP3K1	protein_coding	MAP3K1	protein_coding
ENSG00000163888	94032	CAMK2N2	protein_coding	CAMK2N2	protein_coding	CAMK2N2	protein_coding
ENSG00000096080	55168	MRPS18A	protein_coding			MRPS18A	protein_coding
ENSG00000089225	6910	TBX5	TF			TBX5	protein_coding
		TERRA	lncRNA				
		miR-106	miRNA				
ENSG00000005108	221981	THSD7A	protein_coding			THSD7A	protein_coding
		hsa-miR21-5p	miRNA				
ENSG00000156709	9131	AIFM1	protein_coding			AIFM1	protein_coding
ENSG00000154727	2551	GABPA	TF			GABPA	protein_coding
ENSG00000168811	3592	IL12A	protein_coding	IL12A	protein_coding	IL12A	protein_coding
ENSG00000102081	2332	FMR1	protein_coding			FMR1	protein_coding
ENSG00000076382	10615	SPAG5	protein_coding			SPAG5	protein_coding
		TERRA	protein_coding				
		miR-338-3p	miRNA				
ENSG00000207741	693175	MIR590	miRNA	MIR590	miRNA	MIR590	miRNA
ENSG00000077264	5063	PAK3	protein_coding			PAK3	protein_coding
ENSG00000111335	4939	OAS2	protein_coding			OAS2	protein_coding
ENSG00000111331	4940	OAS3	protein_coding			OAS3	protein_coding
ENSG00000135114	8638	OASL	protein_coding			OASL	protein_coding
		XBP1s	protein_coding				
ENSG00000120068	3218	HOXB8	TF	HOXB8	protein_coding	HOXB8	protein_coding
ENSG00000204217	659	BMPR2	protein_coding			BMPR2	protein_coding
ENSG00000265957	100422829	MIR4319	miRNA	MIR4319	miRNA	MIR4319	miRNA
ENSG00000167900	7083	TK1	protein_coding			TK1	protein_coding
ENSG00000144339	23671	TMEFF2	protein_coding			TMEFF2	protein_coding
ENSG00000125354	23157	SEPTIN6	lncRNA			SEPTIN6	protein_coding
		LC3I	protein_coding				
ENSG00000130340	51429	SNX9	protein_coding			SNX9	protein_coding
ENSG00000100823	328	APEX1	protein_coding			APEX1	protein_coding
ENSG00000169679	699	BUB1	protein_coding			BUB1	protein_coding
ENSG00000116396	3749	KCNC4	protein_coding			KCNC4	protein_coding
ENSG00000126353	1236	CCR7	protein_coding	CCR7	protein_coding	CCR7	protein_coding
ENSG00000169813	3185	HNRNPF	protein_coding			HNRNPF	protein_coding
ENSG00000172660	8148	TAF15	protein_coding				
ENSG00000169245	3627	CXCL10	protein_coding	CXCL10	protein_coding	CXCL10	protein_coding
ENSG00000237333	4439	MSH5	protein_coding				
		PAN RNA	lncRNA				
		miR-128-3p	miRNA				
ENSG00000128908	54617	INO80	protein_coding			INO80	protein_coding
		MDR	protein_coding				
ENSG00000129422	57509	MTUS1	protein_coding			MTUS1	protein_coding
		Vimentin	protein_coding				
ENSG00000101280	51378	ANGPT4	protein_coding	ANGPT4	protein_coding	ANGPT4	protein_coding
ENSG00000132855	27329	ANGPTL3	protein_coding	ANGPTL3	protein_coding	ANGPTL3	protein_coding
ENSG00000132142	31	ACACA	protein_coding				
ENSG00000099194		SCD1	protein_coding	SCD	protein_coding	SCD	protein_coding
		CPT11	protein_coding				
ENSG00000198925	79065	ATG9A	protein_coding			ATG9A	protein_coding
ENSG00000181652	285973	ATG9B	protein_coding			ATG9B	protein_coding
ENSG00000198901	9055	PRC1	protein_coding			PRC1	protein_coding
ENSG00000259880	7873	MANF	protein_coding				
ENSG00000113721	5159	PDGFRB	protein_coding			PDGFRB	protein_coding
ENSG00000111665	83461	CDCA3	protein_coding			CDCA3	protein_coding
ENSG00000177000	4524	MTHFR	protein_coding			MTHFR	protein_coding
ENSG00000221926	10626	TRIM16	protein_coding			TRIM16	protein_coding
ENSG00000199177		miR-31	miRNA	MIR31	miRNA	MIR31	miRNA
ENSG00000100916	84312	BRMS1L	protein_coding			BRMS1L	protein_coding
ENSG00000123064	79039	DDX54	protein_coding			DDX54	protein_coding
		miR-233-3p	miRNA				
ENSG00000165238	65268	WNK2	protein_coding			WNK2	protein_coding
ENSG00000181867	94033	FTMT	protein_coding	FTMT	protein_coding	FTMT	protein_coding
ENSG00000183018	124976	SPNS2	protein_coding	SPNS2	protein_coding	SPNS2	protein_coding
ENSG00000198252	6815	STYX	protein_coding			STYX	protein_coding
ENSG00000126953	1678	TIMM8A	protein_coding	TIMM8A	protein_coding	TIMM8A	protein_coding
ENSG00000228459	100129464	LINC01546	lncRNA	LINC01546	lncRNA	LINC01546	lncRNA
		miR<U+2011>34c	miRNA				
ENSG00000117289	10628	TXNIP	protein_coding				
		miR<U+2011>140<U+2011>5p	miRNA				
ENSG00000243279	11230	PRAF2	protein_coding	PRAF2	protein_coding	PRAF2	protein_coding
		MCL-1 isoform 2	protein_coding				
ENSG00000134595	6658	SOX3	TF	SOX3	protein_coding	SOX3	protein_coding
ENSG00000135218	948	CD36	protein_coding			CD36	protein_coding
ENSG00000127318	50616	IL22	protein_coding			IL22	protein_coding
ENSG00000164692	1278	COL1A2	protein_coding			COL1A2	protein_coding
ENSG00000082196	114899	C1QTNF3	protein_coding			C1QTNF3	protein_coding
ENSG00000142949	5792	PTPRF	protein_coding			PTPRF	protein_coding
ENSG00000164023	166929	SGMS2	protein_coding			SGMS2	protein_coding
		WNT	protein_coding				
ENSG00000156273	571	BACH1	TF			BACH1	protein_coding
		let-7g-5p	miRNA				
ENSG00000106366	5054	SERPINE1	protein_coding	SERPINE1	protein_coding	SERPINE1	protein_coding
ENSG00000086289	54749	EPDR1	protein_coding			EPDR1	protein_coding
ENSG00000104447	7227	TRPS1	TF			TRPS1	protein_coding
		miR-205-5p	miRNA				
ENSG00000073331	80216	ALPK1	protein_coding			ALPK1	protein_coding
ENSG00000166164	29117	BRD7	protein_coding			BRD7	protein_coding
ENSG00000081041	2920	CXCL2	protein_coding	CXCL2	protein_coding	CXCL2	protein_coding
ENSG00000113758	1627	DBN1	protein_coding			DBN1	protein_coding
ENSG00000175354	5771	PTPN2	protein_coding			PTPN2	protein_coding
ENSG00000174744	25855	BRMS1	protein_coding			BRMS1	protein_coding
ENSG00000138696	658	BMPR1B	protein_coding			BMPR1B	protein_coding
ENSG00000122565	11335	CBX3	protein_coding			CBX3	protein_coding
ENSG00000135052	51280	GOLM1	protein_coding			GOLM1	protein_coding
ENSG00000164683	23462	HEY1	TF			HEY1	protein_coding
ENSG00000243989	95	ACY1	protein_coding	ACY1	protein_coding	ACY1	protein_coding
		G��i1	protein_coding				
		IFN-��1	protein_coding				
ENSG00000165376	9075	CLDN2	protein_coding			CLDN2	protein_coding
ENSG00000165304	9833	MELK	protein_coding	MELK	protein_coding	MELK	protein_coding
ENSG00000099994	56241	SUSD2	protein_coding			SUSD2	protein_coding
ENSG00000164045	993	CDC25A	protein_coding			CDC25A	protein_coding
ENSG00000123908	27161	AGO2	protein_coding			AGO2	protein_coding
ENSG00000221914	5520	PPP2R2A	protein_coding			PPP2R2A	protein_coding
		miR-873-5p	miRNA				
ENSG00000170525	5209	PFKFB3	protein_coding			PFKFB3	protein_coding
ENSG00000113328	900	CCNG1	protein_coding			CCNG1	protein_coding
ENSG00000136235	10457	GPNMB	protein_coding			GPNMB	protein_coding
ENSG00000138735	8654	PDE5A	protein_coding			PDE5A	protein_coding
ENSG00000109475	6164	RPL34	protein_coding			RPL34	protein_coding
ENSG00000076003	4175	MCM6	protein_coding	MCM6	protein_coding	MCM6	protein_coding
ENSG00000118058		MLL1	protein_coding			KMT2A	protein_coding
ENSG00000207568		miR-203	miRNA	MIR203A	miRNA	MIR203A	miRNA
ENSG00000172531	5499	PPP1CA	protein_coding			PPP1CA	protein_coding
ENSG00000113575	5515	PPP2CA	protein_coding			PPP2CA	protein_coding
		miR-200b-3p	miRNA				
ENSG00000100219	7494	XBP1	TF			XBP1	protein_coding
ENSG00000092847	26523	AGO1	protein_coding			AGO1	protein_coding
		Snai	protein_coding				
ENSG00000109819	10891	PPARGC1A	protein_coding	PPARGC1A	protein_coding	PPARGC1A	protein_coding
ENSG00000196664	51284	TLR7	protein_coding	TLR7	protein_coding	TLR7	protein_coding
ENSG00000188293	374918	IGFL1	protein_coding	IGFL1	protein_coding	IGFL1	protein_coding
		miR-340-5p	miRNA				
ENSG00000104472	54108	CHRAC1	protein_coding			CHRAC1	protein_coding
ENSG00000163017	72	ACTG2	protein_coding			ACTG2	protein_coding
ENSG00000135862	3915	LAMC1	protein_coding	LAMC1	protein_coding	LAMC1	protein_coding
		miR-513b-5p	miRNA				
ENSG00000186193	89958	SAPCD2	protein_coding	SAPCD2	protein_coding	SAPCD2	protein_coding
ENSG00000147224	5631	PRPS1	protein_coding			PRPS1	protein_coding
		miR-365	miRNA				
		miR-1285-3p	miRNA				
		miR-152-3p	miRNA				
		PI3K-110alpha	protein_coding				
		NPM1c+	protein_coding				
ENSG00000157240	8321	FZD1	protein_coding	FZD1	protein_coding	FZD1	protein_coding
ENSG00000130035	26290	GALNT8	protein_coding	GALNT8	protein_coding	GALNT8	protein_coding
ENSG00000140285	2252	FGF7	protein_coding			FGF7	protein_coding
ENSG00000123685	55509	BATF3	TF	BATF3	protein_coding	BATF3	protein_coding
ENSG00000102837	10562	OLFM4	protein_coding	OLFM4	protein_coding	OLFM4	protein_coding
ENSG00000166402	7275	TUB	TF	TUB	protein_coding	TUB	protein_coding
ENSG00000084733	10890	RAB10	protein_coding			RAB10	protein_coding
ENSG00000198909	4215	MAP3K3	protein_coding	MAP3K3	protein_coding	MAP3K3	protein_coding
ENSG00000033170	2530	FUT8	protein_coding			FUT8	protein_coding
		miR-216b-5p	miRNA				
ENSG00000170779	55038	CDCA4	protein_coding			CDCA4	protein_coding
ENSG00000094916	23468	CBX5	protein_coding			CBX5	protein_coding
ENSG00000167749	9622	KLK4	protein_coding			KLK4	protein_coding
ENSG00000183856	128239	IQGAP3	protein_coding			IQGAP3	protein_coding
ENSG00000241839	80301	PLEKHO2	protein_coding			PLEKHO2	protein_coding
ENSG00000185885	8519	IFITM1	protein_coding			IFITM1	protein_coding
ENSG00000169057	4204	MECP2	TF			MECP2	protein_coding
ENSG00000064205	8839	CCN5	protein_coding			CCN5	protein_coding
ENSG00000115875	6432	SRSF7	protein_coding			SRSF7	protein_coding
ENSG00000156508	1915	EEF1A1	protein_coding			EEF1A1	protein_coding
ENSG00000172167	27085	MTBP	protein_coding	MTBP	protein_coding	MTBP	protein_coding
ENSG00000130402	81	ACTN4	protein_coding			ACTN4	protein_coding
ENSG00000103275	7329	UBE2I	protein_coding			UBE2I	protein_coding
ENSG00000203883	54345	SOX18	TF	SOX18	protein_coding	SOX18	protein_coding
ENSG00000085978	55054	ATG16L1	protein_coding			ATG16L1	protein_coding
ENSG00000114251	7474	WNT5A	protein_coding			WNT5A	protein_coding
ENSG00000028137	7133	TNFRSF1B	protein_coding			TNFRSF1B	protein_coding
ENSG00000184216	3654	IRAK1	protein_coding			IRAK1	protein_coding
ENSG00000146457	9589	WTAP	protein_coding			WTAP	protein_coding
ENSG00000068366	2182	ACSL4	protein_coding			ACSL4	protein_coding
ENSG00000167468	2879	GPX4	protein_coding			GPX4	protein_coding
		TFR4	protein_coding				
		K6	protein_coding				
ENSG00000128422		K17	protein_coding			KRT17	protein_coding
ENSG00000018510	8540	AGPS	protein_coding			AGPS	protein_coding
ENSG00000267467	346	APOC4	protein_coding	APOC4	protein_coding	APOC4	protein_coding
ENSG00000115758	4953	ODC1	protein_coding			ODC1	protein_coding
ENSG00000213965	390916	NUDT19	protein_coding	NUDT19	protein_coding	NUDT19	protein_coding
ENSG00000202569	574447	MIR146B	miRNA	MIR146B	miRNA	MIR146B	miRNA
ENSG00000166825	290	ANPEP	protein_coding			ANPEP	protein_coding
ENSG00000162613	8880	FUBP1	protein_coding			FUBP1	protein_coding
ENSG00000233608	117581	TWIST2	TF	TWIST2	protein_coding	TWIST2	protein_coding
ENSG00000180370	5062	PAK2	protein_coding			PAK2	protein_coding
ENSG00000104290	7976	FZD3	protein_coding			FZD3	protein_coding
ENSG00000153944	124540	MSI2	protein_coding			MSI2	protein_coding
ENSG00000173517	79834	PEAK1	protein_coding			PEAK1	protein_coding
ENSG00000183049	57118	CAMK1D	protein_coding			CAMK1D	protein_coding
ENSG00000264211	100616376	MIR4492	miRNA	MIR4492	miRNA	MIR4492	miRNA
ENSG00000160703	79671	NLRX1	protein_coding			NLRX1	protein_coding
ENSG00000079387	29843	SENP1	protein_coding			SENP1	protein_coding
ENSG00000100345	4627	MYH9	protein_coding			MYH9	protein_coding
ENSG00000055483	57602	USP36	protein_coding			USP36	protein_coding
		miR-508-5p	miRNA				
ENSG00000141582	8535	CBX4	protein_coding			CBX4	protein_coding
ENSG00000090905	27327	TNRC6A	protein_coding			TNRC6A	protein_coding
ENSG00000109471	3558	IL2	protein_coding	IL2	protein_coding	IL2	protein_coding
ENSG00000101109	6789	STK4	protein_coding			STK4	protein_coding
		MYLI9	protein_coding				
ENSG00000132507	1984	EIF5A	protein_coding			EIF5A	protein_coding
ENSG00000158290	8450	CUL4B	protein_coding			CUL4B	protein_coding
ENSG00000112078	222658	KCTD20	protein_coding			KCTD20	protein_coding
ENSG00000264566	100500809	MIR23C	miRNA	MIR23C	miRNA	MIR23C	miRNA
ENSG00000121060	7706	TRIM25	protein_coding			TRIM25	protein_coding
		TGF-betaR2	protein_coding				
ENSG00000114062	7337	UBE3A	protein_coding			UBE3A	protein_coding
ENSG00000099953	4320	MMP11	protein_coding			MMP11	protein_coding
		miR-302d-3p	miRNA				
ENSG00000119927	57678	GPAM	protein_coding			GPAM	protein_coding
ENSG00000115548	55818	KDM3A	protein_coding			KDM3A	protein_coding
ENSG00000164104	3148	HMGB2	TF			HMGB2	protein_coding
		miR-125b-2-3p	miRNA				
		miR-650	miRNA				
ENSG00000163874	80149	ZC3H12A	protein_coding			ZC3H12A	protein_coding
ENSG00000207551	693193	MIR608	miRNA	MIR608	miRNA	MIR608	miRNA
		IkBalpha	protein_coding				
ENSG00000163638	56999	ADAMTS9	protein_coding			ADAMTS9	protein_coding
ENSG00000207709	406974	MIR197	miRNA				
ENSG00000061337	11178	LZTS1	protein_coding			LZTS1	protein_coding
ENSG00000101187	28231	SLCO4A1	protein_coding			SLCO4A1	protein_coding
ENSG00000100625	51804	SIX4	TF	SIX4	protein_coding	SIX4	protein_coding
ENSG00000163950	7884	SLBP	protein_coding			SLBP	protein_coding
ENSG00000132780	4678	NASP	protein_coding			NASP	protein_coding
ENSG00000166888	6778	STAT6	TF			STAT6	protein_coding
ENSG00000079335	8556	CDC14A	protein_coding			CDC14A	protein_coding
ENSG00000128802	2658	GDF2	protein_coding				
ENSG00000154370	81559	TRIM11	protein_coding			TRIM11	protein_coding
		HPDG	protein_coding				
ENSG00000187514	5757	PTMA	protein_coding			PTMA	protein_coding
		miR-485-5p	miRNA				
ENSG00000198839	11179	ZNF277	protein_coding			ZNF277	protein_coding
ENSG00000213626	81606	LBH	protein_coding			LBH	protein_coding
ENSG00000120129	1843	DUSP1	protein_coding	DUSP1	protein_coding	DUSP1	protein_coding
ENSG00000198648	27347	STK39	protein_coding			STK39	protein_coding
ENSG00000170145	23235	SIK2	protein_coding	SIK2	protein_coding	SIK2	protein_coding
ENSG00000164171	3673	ITGA2	protein_coding			ITGA2	protein_coding
ENSG00000126003	5326	PLAGL2	TF	PLAGL2	protein_coding	PLAGL2	protein_coding
ENSG00000168906	4144	MAT2A	protein_coding			MAT2A	protein_coding
ENSG00000140505	1544	CYP1A2	protein_coding	CYP1A2	protein_coding	CYP1A2	protein_coding
ENSG00000096746	3189	HNRNPH3	protein_coding			HNRNPH3	protein_coding
		LOC101928316	lncRNA				
ENSG00000101255	57761	TRIB3	protein_coding			TRIB3	protein_coding
ENSG00000115461	3488	IGFBP5	protein_coding	IGFBP5	protein_coding	IGFBP5	protein_coding
		mCASP3	protein_coding				
		mXIAP	protein_coding				
ENSG00000154764	7476	WNT7A	protein_coding	WNT7A	protein_coding	WNT7A	protein_coding
ENSG00000059804	6515	SLC2A3	protein_coding			SLC2A3	protein_coding
ENSG00000261934	56107	PCDHGA9	protein_coding	PCDHGA9	protein_coding	PCDHGA9	protein_coding
ENSG00000104497	64089	SNX16	protein_coding			SNX16	protein_coding
ENSG00000013588	9052	GPRC5A	protein_coding	GPRC5A	protein_coding	GPRC5A	protein_coding
		miR-149-5p	miRNA				
ENSG00000066056	7075	TIE1	protein_coding			TIE1	protein_coding
ENSG00000134871	1284	COL4A2	protein_coding			COL4A2	protein_coding
ENSG00000077984	8530	CST7	protein_coding	CST7	protein_coding	CST7	protein_coding
ENSG00000083857	2195	FAT1	protein_coding			FAT1	protein_coding
		miR-126-5p	miRNA				
ENSG00000261390	102467146	MAFTRR	lncRNA	MAFTRR	lncRNA	MAFTRR	lncRNA
ENSG00000230513	439931	THAP7-AS1	lncRNA	THAP7-AS1	lncRNA	THAP7-AS1	lncRNA
		miR-22-3p	miRNA				
ENSG00000197275	25788	RAD54B	protein_coding			RAD54B	protein_coding
ENSG00000169174	255738	PCSK9	protein_coding			PCSK9	protein_coding
ENSG00000109458	2549	GAB1	protein_coding			GAB1	protein_coding
ENSG00000175745	7025	NR2F1	TF			NR2F1	protein_coding
ENSG00000150995	3708	ITPR1	protein_coding			ITPR1	protein_coding
ENSG00000167208	124460	SNX20	protein_coding			SNX20	protein_coding
ENSG00000105928	1687	GSDME	protein_coding			GSDME	protein_coding
		let-7b-5p	miRNA				
ENSG00000113083	4015	LOX	protein_coding			LOX	protein_coding
ENSG00000184408	3751	KCND2	protein_coding			KCND2	protein_coding
		miR-105-5p	miRNA				
ENSG00000156466	392255	GDF6	protein_coding			GDF6	protein_coding
ENSG00000170365	4086	SMAD1	TF			SMAD1	protein_coding
ENSG00000068903	22933	SIRT2	protein_coding			SIRT2	protein_coding
ENSG00000118257	8828	NRP2	protein_coding			NRP2	protein_coding
ENSG00000265658	100500894	MIR3690	miRNA	MIR3690	miRNA	MIR3690	miRNA
ENSG00000102096	11040	PIM2	protein_coding			PIM2	protein_coding
ENSG00000188486	3014	H2AX	protein_coding	H2AX	protein_coding	H2AX	protein_coding
ENSG00000159082	8867	SYNJ1	protein_coding			SYNJ1	protein_coding
ENSG00000138757	9908	G3BP2	protein_coding			G3BP2	protein_coding
ENSG00000168918	3635	INPP5D	protein_coding			INPP5D	protein_coding
ENSG00000065243	5586	PKN2	protein_coding			PKN2	protein_coding
		NONHSAT113026	lncRNA				
ENSG00000010322	11188	NISCH	protein_coding			NISCH	protein_coding
ENSG00000100591		p38	protein_coding	AHSA1	protein_coding	AHSA1	protein_coding
		Notch	protein_coding				
ENSG00000187824	388335	TMEM220	protein_coding	TMEM220	protein_coding	TMEM220	protein_coding
ENSG00000100297	4174	MCM5	protein_coding			MCM5	protein_coding
		Trim23-PES1	protein_coding				
ENSG00000164299	84654	SPZ1	TF	SPZ1	protein_coding	SPZ1	protein_coding
ENSG00000206312	4855	NOTCH4	protein_coding	NOTCH4	protein_coding		
ENSG00000145824	9547	CXCL14	protein_coding			CXCL14	protein_coding
ENSG00000131873	22856	CHSY1	protein_coding	CHSY1	protein_coding	CHSY1	protein_coding
ENSG00000153395	79888	LPCAT1	protein_coding			LPCAT1	protein_coding
ENSG00000171208	81831	NETO2	protein_coding			NETO2	protein_coding
ENSG00000138095	10128	LRPPRC	protein_coding			LRPPRC	protein_coding
		miR-3666	miRNA				
ENSG00000117122	4237	MFAP2	protein_coding			MFAP2	protein_coding
ENSG00000187840	1978	EIF4EBP1	protein_coding	EIF4EBP1	protein_coding	EIF4EBP1	protein_coding
ENSG00000137154	6194	RPS6	protein_coding			RPS6	protein_coding
ENSG00000188641	1806	DPYD	protein_coding			DPYD	protein_coding
ENSG00000111859	4739	NEDD9	protein_coding			NEDD9	protein_coding
		miR-204-3p	miRNA				
ENSG00000114423	868	CBLB	protein_coding			CBLB	protein_coding
ENSG00000179455	7681	MKRN3	protein_coding			MKRN3	protein_coding
ENSG00000185559	8788	DLK1	protein_coding			DLK1	protein_coding
ENSG00000138380	79800	CARF	protein_coding			CARF	protein_coding
ENSG00000088930	22803	XRN2	protein_coding	XRN2	protein_coding	XRN2	protein_coding
ENSG00000141644	4152	MBD1	TF			MBD1	protein_coding
ENSG00000174579	55167	MSL2	protein_coding	MSL2	protein_coding	MSL2	protein_coding
ENSG00000121594	941	CD80	protein_coding			CD80	protein_coding
ENSG00000067715		P65	protein_coding			SYT1	protein_coding
		miR-331-3p	miRNA				
ENSG00000064655	2139	EYA2	protein_coding			EYA2	protein_coding
ENSG00000102038	6594	SMARCA1	protein_coding			SMARCA1	protein_coding
ENSG00000114316	7375	USP4	protein_coding			USP4	protein_coding
ENSG00000130822	139728	PNCK	protein_coding			PNCK	protein_coding
ENSG00000058262	29927	SEC61A1	protein_coding			SEC61A1	protein_coding
ENSG00000169750	5881	RAC3	protein_coding	RAC3	protein_coding	RAC3	protein_coding
ENSG00000140464	5371	PML	protein_coding			PML	protein_coding
ENSG00000080824	3320	HSP90AA1	protein_coding			HSP90AA1	protein_coding
ENSG00000161547	6427	SRSF2	protein_coding			SRSF2	protein_coding
